cc56c629-4d9e-42c5-9154-23e6b28d684b,4,AND,60f34b63-c7c8-497f-9083-9658355ef8fe,24647d33-1d4b-4344-9ded-e9fd8d5a4e0e,AND,1424,346,True,159,901,813,0.106767745406104,1.37157594059339,0,47,16.5529453572468
cc56c629-4d9e-42c5-9154-23e6b28d684b,4,AND,60f34b63-c7c8-497f-9083-9658355ef8fe,457b35a0-bc69-4208-9f1c-7f7a4b1a13c4,AND,1424,684,True,179,901,813,0.189773281932796,1.35720345100609,0,92,16.5529453572468
cc56c629-4d9e-42c5-9154-23e6b28d684b,4,AND,36adc4c1-051c-4322-af89-81f0a0565a71,625f0c84-75d5-43db-b4df-482ab40a5178,Wire,316,316,True,144,709,28,0.0687914513616223,1.14515808864016,0.000327869158201618,43,16.5529453572468
cc56c629-4d9e-42c5-9154-23e6b28d684b,4,AND,864130bd-54d4-46cd-9288-bdfab3c36903,054b2a70-1aed-4f66-b67d-51b39d69c73a,Wire,248,248,True,141,814,89,0.00598276055766573,5.36558195748006,5.74194398845438E-05,34,17.2626765016321
cc56c629-4d9e-42c5-9154-23e6b28d684b,4,AND,092f1347-3b4d-48d4-9bd8-0b05cfb87d4a,bfe14c2c-fe78-48e5-a1aa-cf5097cc6fe2,Wire,323,323,True,146,972,22,0.0142107686050713,2.72298302633303,0.00049096543154344,44,108.664621657649
cc56c629-4d9e-42c5-9154-23e6b28d684b,4,AND,d1f67a1b-7f0a-4831-a841-aa25528f0f71,4a9a1e23-5186-421f-b8ed-971dae4cd880,AND,1074,293,True,139,967,812,0.0244592470892963,5.25964138270435,0,40,16.1245154965971
cc56c629-4d9e-42c5-9154-23e6b28d684b,4,AND,d1f67a1b-7f0a-4831-a841-aa25528f0f71,156c5969-2a14-42c1-9d35-8ce223fc139b,AND,1074,444,True,163,967,812,0.111514470732808,1.36342967430091,0.0142745565233336,60,16.1245154965971
cc56c629-4d9e-42c5-9154-23e6b28d684b,4,AND,e97d4a50-2627-422b-bc3f-1297cd627cb1,1ab035e7-3b4c-4768-9b45-f4663b71a281,Wire,271,271,True,146,761,52,0.0174272334693252,2.91734863981355,0.00354214207027682,37,16.1245154965971
cc56c629-4d9e-42c5-9154-23e6b28d684b,4,AND,461c2afb-ab53-4cfa-bcce-80c5498e12a2,f0e2b008-5448-4a11-bdec-69ce0f817fbd,Wire,256,256,True,143,812,87,0.0113997899141109,2.33807217858934,0.000257633321514597,35,22.2036033111745
cc56c629-4d9e-42c5-9154-23e6b28d684b,4,AND,ccc727eb-bfa9-4984-a4f8-d54ce3276f95,d2ee47c1-81ec-4d2f-b9b0-19f16a21d474,Wire,248,248,True,156,982,25,0.0108066832361386,0.443774150345225,0.000831525966297569,34,137.058381721075
