SketchID,UserID,File,ShapeID,StrokeID,ShapeName,ShapeTime,StrokeTime,IsConsecutive,AveragePressure,Width,Height,AvgCurvature,MaxCurvature,MinCurvature,NumPoints,MinDist
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,e3afbe85-8e4d-4d61-b315-f2de68c52b0c,6b56f92d-06ef-401a-85d2-7fb230a7d219,Wire,150,150,True,129,1287,61,0.0330521925338847,0.200396041040509,0.00489578909776542,21,38.0525951808809
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,5b978b0f-d91b-4f8e-9e63-3dd12edab2f0,fc519377-33a1-43d9-828a-d92ed06b15a1,Wire,135,135,True,125,1097,90,0.0278822604523195,0.0611821920437192,0.00549285785596941,19,27.459060435492
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,be7a6aa0-fb81-49fc-be6e-efe29eb580f2,822ab35f-58e7-405c-9619-77f39acfece9,AND,564,173,True,146,564,1039,0.115530898144023,0.486896216618937,0.000620007303695713,24,27.459060435492
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,be7a6aa0-fb81-49fc-be6e-efe29eb580f2,3c83fbdf-de48-44bc-8948-25109336470b,AND,564,241,True,154,564,1039,0.101981252555196,0.618456566609397,0.0895872090669497,33,27.459060435492
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,bacb3173-be1e-42ef-958d-3b09ac54d008,923605e3-e31c-4f8e-9002-d7dbc54b9dc0,Wire,165,165,True,152,1136,111,0.0340811260495454,0.144557545128346,0.000243472380935046,23,38.2753184180093
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,a85c46e6-11cd-49b7-9c18-bdd6b640278e,d70b818b-b118-4dbe-a07d-9fc9c8311b71,Wire,135,135,True,132,1154,34,0.0152706788105689,0.0954345001413765,0.000376276173031848,19,17.464249196573
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,ecf19e7b-224d-40b6-b6c3-9501e2ff43ee,2af9f44b-1149-4691-b97e-50e5b34f607d,Wire,135,135,True,122,1088,127,0.0188998973754371,0.100953253285567,0.00224753042724881,19,18.0277563773199
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,6e50d1b9-96f6-4b29-a823-41f29aaed341,ebdf4d83-c645-43e2-a240-b4761f640754,AND,517,173,True,146,678,988,0.0702066211306246,0.388557827534794,0.00328273403191529,24,17.464249196573
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,6e50d1b9-96f6-4b29-a823-41f29aaed341,3ab72b43-d088-4b06-8e9c-2abb0e37c024,AND,517,233,True,145,678,988,0.110600375224394,0.872518037535156,0.0737690791410535,32,17.464249196573
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,c31f4856-4122-4c91-a4e9-b839a4fc23d1,4229630b-3cd1-4db0-a4d7-d0393d16d7ad,Wire,188,188,True,155,1167,47,0.00485277726247723,0.050159971140634,8.63740586555731E-05,26,23.3452350598575
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,87c7f332-8112-480c-b3ae-f5153353e726,e092b17a-b354-4ee0-b50b-c9f0f5250def,Wire,143,143,True,142,1175,40,0.0619508723879513,0.509017059108704,0.00240513070328402,20,20.2484567313166
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,c3130176-5ed2-48a6-8d0c-168840fe2891,08ff0a19-e6b1-4de5-a218-4f03c85c06f6,Wire,120,120,True,137,1117,120,0.00977052208390856,0.018507072218724,6.61642796620628E-05,17,13.6014705087354
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,3ac7f828-6113-4e11-bf5d-9e9593a1e91e,0ec4a404-465e-4653-b665-c925e6d0e1a6,AND,571,165,True,150,745,993,0.117537098655175,0.79343017760574,0.00465664135639653,23,13.6014705087354
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,3ac7f828-6113-4e11-bf5d-9e9593a1e91e,52620fab-d9c1-4190-b045-67d00d6e663b,AND,571,256,True,146,745,993,0.126109629443546,0.590369317387362,0.0144796304981964,35,13.6014705087354
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,65f2bf00-cb03-4340-b176-7494995a8cd1,3afefd51-777d-40a0-93ae-dfa83b9b0b4f,Wire,150,150,True,139,902,42,0.261292931322647,1.81416477532537,0.00097323652981363,21,57.6888204074238
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,34d7e495-46c0-4974-abd8-4ab6139684da,4e483c52-bf76-4a6f-bd6c-4bc88d43c2db,Wire,143,143,True,120,1285,76,0.0731720688973062,0.342834691263554,0.0126237251190181,20,209.160225664441
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,ca4b8e86-14c0-4c71-bf12-cb030e5579b7,4ad67673-2038-43af-80f5-5c11b42dedf6,Wire,128,128,True,100,1087,11,0.0030514234469787,0.0103995403003779,1.52053644696875E-06,18,112.361025271221
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,cc43b286-c30d-4393-ab20-a0c42b4cdd1d,9e81c1a1-4d30-4691-85bd-c5c4966f92e4,AND,580,173,True,126,662,938,0.304009466048117,1.8387276378851,0.00737679281764982,24,86.1452262171271
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,cc43b286-c30d-4393-ab20-a0c42b4cdd1d,323fcaa9-5f5e-43b9-bd6b-a894dfd41002,AND,580,271,True,140,662,938,0.132221673712875,0.828768114861465,0.0936417989841998,37,86.1452262171271
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,93232c9f-be4f-4210-bc14-8ecd54e0a847,1bad43c5-c12e-407f-b333-42b64234f630,Wire,135,135,True,149,945,100,0.48994513235918,3.36688015923099,0.000124800965709837,19,86.1452262171271
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,046bd583-3f34-4d6e-a907-e7600a07670f,6206048c-d847-4477-8528-ec26059221ea,Wire,150,150,True,140,1171,79,0.0276115268302826,0.130241986277121,0.000289435435543411,21,16.7630546142402
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,42a937cc-bc9a-44d6-9f94-3fc594902e24,b02278e3-6265-4b7c-b4c3-3f0504371320,Wire,135,135,True,138,1034,47,0.0284895508404124,0.176917779568933,5.39030665050996E-06,19,24.0416305603426
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,634cc162-88b6-4343-adfc-06ebd9e16f4d,93ba76b2-45e3-4259-89b9-05ae514c5ca8,AND,563,188,True,175,705,1106,0.00331894638431912,0.433780847129138,0.0011294943267591,26,16.7630546142402
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,634cc162-88b6-4343-adfc-06ebd9e16f4d,55eb0dca-d86c-4baf-8954-8c551d5d0706,AND,563,256,True,150,705,1106,0.115077556676494,0.853600874513137,0.0961730973727312,35,16.7630546142402
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,2e8a87c6-dc67-4306-b2d1-82106ba6c958,296ee235-55a3-4003-95e8-758d9181914c,Wire,196,196,True,164,964,26,0.00483840114398044,0.274379763694299,0.000326416749959177,27,27.8926513619627
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,fa84a4a3-d5cb-4514-affb-103ebbf878af,e4e7cf3d-6544-4ad8-9d63-879dde619a00,Wire,218,218,True,155,1437,75,0.00399167216340738,0.562933586695039,0.00293279317406114,30,157.012738336735
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,0d60612f-1638-4fbf-8a76-64b95fa63a80,dc84e76c-657c-46ac-a657-31ba6d9fa2e6,Wire,263,263,True,149,1640,111,0.00570228319576015,1.04041049599821,0.00164683881539172,36,202.800394476934
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,b4902d26-c273-4870-b8f3-63bce7830242,47d868b8-8c3c-4b53-92eb-447c91ec0677,OR,1598,286,True,162,1580,1523,0.0756858724892397,2.85225675707067,0.0674109064844649,39,7.21110255092798
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,b4902d26-c273-4870-b8f3-63bce7830242,c2f6b3da-ec16-435b-bff8-3ffd9ecb6997,OR,1598,293,True,153,1580,1523,0.0368939954093127,1.62120780439109,7.61909364152947E-05,40,7.21110255092798
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,b4902d26-c273-4870-b8f3-63bce7830242,6763b358-20a1-4181-9b87-fdca662bc4b1,OR,1598,45,True,17,1580,1523,0.0328294473725223,0.0373621593667319,0.0165205315425246,7,7.21110255092798
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,b4902d26-c273-4870-b8f3-63bce7830242,2407d1d3-96dd-4710-aaa0-fc87548eb31b,OR,1598,263,True,151,1580,1523,0.0144538087492386,2.20911543001963,0.00231702194358004,36,7.21110255092798
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,8cbf2859-9d32-4f59-9722-15fa1f238cb1,c343f130-6ef0-467d-a83b-1c56d74abc2e,Wire,241,241,True,141,1286,69,0.00877359407166994,2.28931151393171,0.00635101192772875,33,7.21110255092798
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,3ded130b-faa7-453b-aca5-20479feedbf0,513c74c8-6ab3-4d12-8ec2-46129482ccca,Wire,203,203,True,136,1325,76,0.00739334471706655,0.338517882413987,0.000892153027266653,28,95.8801335001156
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,914b50cf-6631-4815-90a8-a2acfa59f2fe,01c335bf-8c91-464b-a31f-82368b4ea001,Wire,196,196,True,141,1343,101,0.00663234042203889,0.525563799109768,0.0025387904502046,27,185.13238506539
